title,review_point,review_total,sub_category,address,contact_number,open_hours,Service options,Offerings,Dining options,Amenities,Atmosphere,Crowd,Payments,coordinate,link,Accessibility,regency,price_level,site,Planning,short_description,Highlights,check_in,From the business,metadata,Popular for,check_out,amenities
Delicioso Bistro & Restaurant,4.5,651 reviews,European restaurant,"Jl. Raya Semer No.168, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361 ",phone:tel:03618499346, 7AM to 10PM,Outdoor seating | No-contact delivery | Delivery | Takeaway | Dine-in,Alcohol | Beer | Cocktails | Coffee | Kids' menu | Wine,Breakfast | Brunch | Lunch | Dinner | Catering | Dessert | Seating,Good for kids | High chairs | Toilets,Casual | Cosy,Groups,Debit cards | NFC mobile payments,"-8.6583281, 115.162548",https://www.google.com/maps/place/Delicioso+Bistro+%26+Restaurant/data=!4m7!3m6!1s0x2dd24760d0dfc663:0x62bee9b78e7cf011!8m2!3d-8.6583281!4d115.162548!16s%2Fg%2F11bw3d3_m0!19sChIJY8bf0GBH0i0REfB8jrfpvmI?authuser=0&hl=en&rclk=1,,  Badung,$$,http://www.deliciosobali.com/,Accepts reservations,Restauran yg menyediakan menu makanan Eropa barat dan Gelato di suasana yg relax.,,,,,,,
Emeril's,4.5,"2,176 reviews",Contemporary Louisiana restaurant,"800 Tchoupitoulas St, New Orleans, LA 70130, United States ",phone:tel:+15045289393, 5 to 9PM,,,,,,,,"29.9446197, -90.0672924",https://www.google.com/maps/place/Emeril's/data=!4m7!3m6!1s0x8620a6718f86a9a7:0x6ab2069a8e2a2d7d!8m2!3d29.9446197!4d-90.0672924!16s%2Fm%2F05pw34s!19sChIJp6mGj3GmIIYRfS0qjpoGsmo?authuser=0&hl=en&rclk=1,,,$$$,http://emerilsrestaurants.com/emerils-new-orleans,,,,,,,,,
Mother's Restaurant,4.2,"12,071 reviews",Po’ boys restaurant,"401 Poydras St, New Orleans, LA 70130, United States ",phone:tel:+15045239656, 7AM to 5PM,Kerbside pickup | Delivery | Takeaway | Dine-in,Alcohol | Beer | Coffee | Comfort food | Kids' menu | Quick bite | Small plates | Spirits,Breakfast | Brunch | Lunch | Dinner | Catering | Dessert | Seating,Good for kids | High chairs | Toilets,Casual | Cosy | Historic,Family friendly | Groups | LGBTQ+ friendly | Tourists | University students,Debit cards | Credit cards,"29.9489846, -90.0670016",https://www.google.com/maps/place/Mother's+Restaurant/data=!4m7!3m6!1s0x8620a672efa15d7d:0x1fa42be757413a44!8m2!3d29.9489846!4d-90.0670016!16s%2Fg%2F1w96h2jm!19sChIJfV2h73KmIIYRRDpBV-crpB8?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating | Wheelchair-accessible toilet,,$$,https://www.mothersrestaurant.net/,Usually a wait,Popular cafeteria-style joint drawing crowds with po' boys & down-home Southern fare since 1938.,Fast service | Great coffee,,,,Breakfast | Lunch | Dinner | Solo dining,,
The Main,4.0,654 reviews,Greek restaurant,"4210 Main St, Vancouver, BC V5V 3P9, Canada ",phone:tel:+16047098555, 11AM to 12AM,Outdoor seating | Delivery | Takeaway | Dine-in,Alcohol | Beer | Cocktails | Coffee | Happy-hour food | Late-night food | Small plates | Spirits | Vegetarian options | Wine,Brunch | Lunch | Dinner | Seating,Bar on site | High chairs | Toilets | Free Wi-Fi,Casual | Cosy,Family friendly | Groups | LGBTQ+ friendly | Transgender safe space,Debit cards | NFC mobile payments | Credit cards,"49.2474396, -123.1009578",https://www.google.com/maps/place/The+Main/data=!4m7!3m6!1s0x548673f7721607d3:0xb87d54700d7ab72f!8m2!3d49.2474396!4d-123.1009578!16s%2Fg%2F1wk4crs0!19sChIJ0wcWcvdzhlQRL7d6DXBUfbg?authuser=0&hl=en&rclk=1,Wheelchair-accessible entrance | Wheelchair-accessible seating | Wheelchair-accessible toilet,,$$,http://themainonmain.com/,Accepts reservations,Local craft beers & eclectic Mediterranean-inspired menu plus live bands in a warehouse setting.,Sport,LGBTQ+ friendly,,,,,
The Table Café,4.3,"1,613 reviews",Modern European restaurant,"83 Southwark St, London SE1 0HX, United Kingdom ",phone:tel:+442074012760, 8AM to 4PM,Outdoor seating | No-contact delivery | Delivery | Takeaway | Dine-in,Alcohol | Beer | Cocktails | Coffee | Free water refills | Happy-hour drinks | Healthy options | Organic dishes | Quick bite | Small plates | Spirits | Vegan options | Vegetarian options | Wine,Breakfast | Brunch | Lunch | Dinner | Dessert | Seating,Bar on site | Good for kids | High chairs | Toilets,Casual | Cosy,Family friendly | Groups | LGBTQ+ friendly,Debit cards | NFC mobile payments,"51.5054844, -0.0998167",https://www.google.com/maps/place/The+Table+Caf%C3%A9/data=!4m7!3m6!1s0x487604a8b4bdcf6d:0xb7584a68b446a3da!8m2!3d51.5054844!4d-0.0998167!16s%2Fg%2F1tfz9nvs!19sChIJbc-9tKgEdkgR2qNGtGhKWLc?authuser=0&hl=en&rclk=1,,,$$,http://www.thetablecafe.com/,Accepts reservations,"Breakfast-to-dinner British fare served in a bright, modern space.",Great tea selection,,,,,,
Seasalt Seminyak,4.6,"1,018 reviews",Seafood restaurant,"Jl. Taman Ganesha Jl. Petitenget No.9, Seminyak, Kec. Kuta Utara, Kabupaten Badung, Bali 80361 ",phone:tel:03613021889, 7AM to 10PM,Outdoor seating | No-contact delivery | Delivery | Takeaway | Dine-in,Alcohol | Beer | Cocktails | Coffee | Halal food | Late-night food | Spirits | Wine,Breakfast | Brunch | Lunch | Dinner | Dessert,Bar on site | Good for kids | High chairs | Toilets,Casual | Cosy | Upmarket,Groups,Credit cards,"-8.6803254, 115.1506309",https://www.google.com/maps/place/Seasalt+Seminyak/data=!4m7!3m6!1s0x2dd2470e62009ccd:0xbb6b10f444520c5f!8m2!3d-8.6803254!4d115.1506309!16s%2Fg%2F11dyqsrlkm!19sChIJzZwAYg5H0i0RXwxSRPQQa7s?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating | Wheelchair-accessible toilet,  Badung,$$$,https://seasaltseminyak.com/happenings,Accepts reservations,"Refined waterfront seafood destination featuring afternoon tea, sunset dining & Sunday brunch.",,,,,,,
DOYANlicious Resto And Rooftopcafe,4.8,29 reviews,Health food restaurant,"Jl. Padma Utara, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361 ",phone:tel:0361756013, 7AM to 10PM,Outdoor seating | Delivery | Takeaway | Dine-in,Alcohol | Beer | Braille menu | Cocktails | Coffee | Halal food | Happy-hour drinks | Happy-hour food | Kids' menu | Organic dishes | Salad bar | Spirits | Vegetarian options | Wine,Breakfast | Brunch | Lunch | Dinner | Dessert | Seating,Bar on site | Good for kids | High chairs | Toilets | Free Wi-Fi,Casual | Cosy,Family friendly | Groups,Cash only | Debit cards | Credit cards,"-8.7018594, 115.1667168",https://www.google.com/maps/place/DOYANlicious+Resto+And+Rooftopcafe/data=!4m7!3m6!1s0x2dd247dfa53393df:0xabf6b69643e3fb8e!8m2!3d-8.7018594!4d115.1667168!16s%2Fg%2F11fsp3vlwk!19sChIJ35Mzpd9H0i0RjvvjQ5a29qs?authuser=0&hl=en&rclk=1,,  Badung,,http://royaltunjungbali.com/,Accepts reservations,,Live music | Rooftop seating,,,,,,
ROUTE,4.7,130 reviews,Restaurant,"35 Side, Newcastle upon Tyne NE1 3JE, United Kingdom ",phone:tel:+441912220973, 5 to 9PM,Kerbside pickup | Dine-in | Delivery | Takeaway,Alcohol | Beer | Cocktails | Coffee | Healthy options | Spirits | Wine,Lunch | Dinner | Dessert,Toilets,Casual | Cosy | Romantic,Groups,Debit cards | NFC mobile payments,"54.9693247, -1.6088875",https://www.google.com/maps/place/ROUTE/data=!4m7!3m6!1s0x487e7157c3e5a48d:0x694fe93848bc05e!8m2!3d54.9693247!4d-1.6088875!16s%2Fg%2F11ghrkq8sc!19sChIJjaTlw1dxfkgRXsCLhJP-lAY?authuser=0&hl=en&rclk=1,Wheelchair-accessible seating,,,https://routenewcastle.co.uk/,Reservations required | Accepts reservations,"Chic, cosy bistro offering a seasonal menu of made-to-order small plates, plus a robust wine list.",,,,,,,
Tlaquepaque Restaurant,4.4,"1,554 reviews",Mexican restaurant,"4460 Dressler Rd NW, Canton, OH 44718, United States ",phone:tel:+13306499109,,Outdoor seating | Delivery | Takeaway | Dine-in,Alcohol | Beer | Cocktails | Coffee | Comfort food | Happy-hour food | Kids' menu | Late-night food | Quick bite | Small plates | Spirits | Vegetarian options | Wine,Lunch | Dinner | Dessert | Seating,Bar on site | Good for kids | High chairs | Toilets | Free Wi-Fi,Casual | Cosy,Family friendly | Groups | University students,,"40.8458691, -81.4340299",https://www.google.com/maps/place/Tlaquepaque+Restaurant/data=!4m7!3m6!1s0x8836d6d6a2bee9f3:0x8c9aec1c0c840aa0!8m2!3d40.8458691!4d-81.4340299!16s%2Fg%2F1tl8lcdq!19sChIJ8-m-otbWNogRoAqEDBzsmow?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating | Wheelchair-accessible toilet,,$,https://canton.tlaquepaquemexrest.com/,Accepts reservations,"Cheerful Mexican restaurant & cantina in a prominent, colorful Southwestern-style building.",Fast service | Sport,,,,Lunch | Dinner | Solo dining,,
Social Restaurant + Lounge,4.0,713 reviews,Restaurant,"537 Sussex Dr, Ottawa, ON K1N 6Z6, Canada ",phone:tel:+16137897355, 11:45AM to 12AM,Outdoor seating | Kerbside pickup | Delivery | Dine-in | Takeaway,Alcohol | Beer | Cocktails | Coffee | Happy-hour food | Spirits | Vegetarian options | Wine,Lunch | Dinner | Dessert,Bar on site | High chairs | Toilets | Free Wi-Fi,Cosy | Romantic | Upmarket,Family friendly | Groups | LGBTQ+ friendly,Debit cards | Credit cards,"45.426657, -75.69413",https://www.google.com/maps/place/Social+Restaurant+%2B+Lounge/data=!4m7!3m6!1s0x4cce04fe06bed4cb:0xed75986afd8b0650!8m2!3d45.426657!4d-75.69413!16s%2Fm%2F05bpnlm!19sChIJy9S-Bv4EzkwRUAaL_WqYde0?authuser=0&hl=en&rclk=1,Wheelchair-accessible seating,,$$$,http://www.social.ca/,Accepts reservations,Upscale fixture offering creative French cuisine & craft cocktails in an elegant interior.,Great cocktails,,,,,,
Yard House,4.5,"7,171 reviews",New American restaurant,"8367 International Dr, Orlando, FL 32819, United States ",phone:tel:+14073518220,,,,,,,,,"28.4435953, -81.4699458",https://www.google.com/maps/place/Yard+House/data=!4m7!3m6!1s0x88e77e4d638f438d:0xe0fbc06ef8ca196f!8m2!3d28.4435953!4d-81.4699458!16s%2Fg%2F11b5yrgzf3!19sChIJjUOPY01-54gRbxnK-G7A--A?authuser=0&hl=en&rclk=1,,,$$,https://www.yardhouse.com/locations/fl/orlando/orlando-icon-park/8352?cmpid=br:yh_ag:ie_ch:dry_ca:YHGMB_sn:gmb_gt:orlando-fl-8352_pl:locurl_rd:1049,,,,,,,,,
Haven Restaurant and Bar,4.5,459 reviews,New American restaurant,"1441 Dresden Dr NE #160, Atlanta, GA 30319, United States ",phone:tel:+14049690700,,Outdoor seating | Delivery | Takeaway | Dine-in,Alcohol | Beer | Cocktails | Coffee | Comfort food | Healthy options | Small plates | Spirits | Wine,Brunch | Lunch | Dinner | Dessert,Bar on site | High chairs,Cosy | Romantic | Upmarket,Groups,,"33.8605795, -84.3304307",https://www.google.com/maps/place/Haven+Restaurant+and+Bar/data=!4m7!3m6!1s0x88f50896892eba33:0x7c4eb274d1640a16!8m2!3d33.8605795!4d-84.3304307!16s%2Fg%2F1tf6y5ph!19sChIJM7ouiZYI9YgRFgpk0XSyTnw?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating | Wheelchair-accessible toilet,,$$$,http://www.havenrestaurant.com/,Dinner reservations recommended | Accepts reservations | Usually a wait,Seasonal New American fare made in an open kitchen served in a wood-lined interior & on a big patio.,Great coffee | Great dessert,,,,Lunch | Dinner | Solo dining,,
nel. Restaurant,4.4,807 reviews,Australian restaurant,"75 Wentworth Ave, Sydney NSW 2000, Australia ",phone:tel:+61292122206,,,,,,,,,"-33.8793573, 151.2093682",https://www.google.com/maps/place/nel.+Restaurant/data=!4m7!3m6!1s0x6b12ae22b243e41d:0x3a279ff7a204de5!8m2!3d-33.8793573!4d151.2093682!16s%2Fg%2F11b7fs7dfw!19sChIJHeRDsiKuEmsR5U0gev95ogM?authuser=0&hl=en&rclk=1,,,$$$,http://nelrestaurant.com.au/,,,,,,,,,
Two Columns,3.9,315 reviews,Greek restaurant,"11511 E Sprague Ave, Spokane Valley, WA 99206, United States ",, 9AM to 10PM,,,,,,,,"47.6574727, -117.2498283",https://www.google.com/maps/place/Two+Columns/data=!4m7!3m6!1s0x549e204142cf9477:0x50c58a283dcb41fe!8m2!3d47.6574727!4d-117.2498283!16s%2Fg%2F12621c47w!19sChIJd5TPQkEgnlQR_kHLPSiKxVA?authuser=0&hl=en&rclk=1,,,,http://twocolumnsgreek.com/,,,,,,,,,
Sono Japanese Restaurant Portside Wharf,4.6,"1,100 reviews",Japanese restaurant,"39 Hercules St, Hamilton QLD 4007, Australia ",phone:tel:+61732686655, 5:30 to 9:30PM,,,,,,,,"-27.4411723, 153.0691907",https://www.google.com/maps/place/Sono+Japanese+Restaurant+Portside+Wharf/data=!4m7!3m6!1s0x6b915906006a051b:0xaf2228b10ec5044d!8m2!3d-27.4411723!4d153.0691907!16s%2Fg%2F1thq0wqq!19sChIJGwVqAAZZkWsRTQTFDrEoIq8?authuser=0&hl=en&rclk=1,,,$$,https://www.sonorestaurant.com.au/,,,,,,,,,
Como Pizzeria,4.4,"1,915 reviews",Pizza restaurant,"577 Taschereau Blvd, La Prairie, Quebec J5R 1V4, Canada ",phone:tel:+14506595497, 11AM to 12AM,Kerbside pickup | No-contact delivery | Delivery | Takeaway | Dine-in,Alcohol | Beer | Cocktails | Coffee | Kids' menu | Late-night food | Spirits | Vegetarian options | Wine,Breakfast | Lunch | Dinner | Catering | Dessert | Seating,Good for kids | High chairs | Toilets,Casual | Cosy,Family friendly | Groups,Debit cards | NFC mobile payments | Credit cards,"45.4116608, -73.4927051",https://www.google.com/maps/place/Como+Pizzeria/data=!4m7!3m6!1s0x4cc90ef41004c7d9:0xdf1378e086a7d0e7!8m2!3d45.4116608!4d-73.4927051!16s%2Fg%2F1vhq39x5!19sChIJ2ccEEPQOyUwR59CnhuB4E98?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating | Wheelchair-accessible toilet,,$$,https://www.comopizzeria.com/,Accepts reservations,Thick pizzas made with Italian tomatoes are the draw at this casual dining spot.,,,,,,,
Buddy's Burger,4.4,"1,352 reviews",Hamburger restaurant,"9001 Cameron Rd Ste 101, Austin, TX 78754, United States ",phone:tel:+15124013325,,,,,,,,,"30.3460397, -97.6766642",https://www.google.com/maps/place/Buddy's+Burger/data=!4m7!3m6!1s0x8644c9747919d5b3:0x82c8951b24baee02!8m2!3d30.3460397!4d-97.6766642!16s%2Fg%2F11j9cl2_cw!19sChIJs9UZeXTJRIYRAu66JBuVyII?authuser=0&hl=en&rclk=1,,,,http://www.buddysburger.com/,,,,,,,,,
Gordon Ramsay Street Pizza - St Paul's,4.1,"1,172 reviews",Pizza restaurant,"Ground Floor, 10 Bread St, London EC4M 9AJ, United Kingdom ",phone:tel:+442074990120, 11:30AM to 11PM,Delivery | Takeaway | Dine-in,Alcohol | Beer | Cocktails | Coffee | Free water refills | Healthy options | Kids' menu | Late-night food | Salad bar | Small plates | Spirits | Vegetarian options | Wine,Breakfast | Brunch | Lunch | Dinner | Dessert | Seating,Bar on site | Good for kids | High chairs | Toilets | Free Wi-Fi,Casual | Cosy | Upmarket,Family friendly | Groups,Debit cards | NFC mobile payments | Credit cards,"51.5133382, -0.0950183",https://www.google.com/maps/place/Gordon+Ramsay+Street+Pizza+-+St+Paul's/data=!4m7!3m6!1s0x487605f9c361d8b7:0x22cbc0642062ce0e!8m2!3d51.5133382!4d-0.0950183!16s%2Fm%2F011ldcz7!19sChIJt9hhw_kFdkgRDs5iIGTAyyI?authuser=0&hl=en&rclk=1,Wheelchair-accessible entrance | Wheelchair-accessible lift | Wheelchair-accessible seating | Wheelchair-accessible toilet | Wheelchair-accessible car park,,,https://www.gordonramsayrestaurants.com/street-pizza/,Accepts reservations,"Happening parlor offering ""bottomless pizza"" with classic & unique toppings, plus DJ nights.",Great tea selection,,,,,,
Liya,,,Restaurant,"Q46W+J46, Atiahu, Werinama, East Seram, Maluku ",, 8AM to 6PM,Takeaway,Halal food,,Good for kids,Cosy,,Cash only,"-3.2384616, 130.1452734",https://www.google.com/maps/place/Liya/data=!4m7!3m6!1s0x2d41c5c6fba1461f:0x6ad4119aa81ce19a!8m2!3d-3.2384616!4d130.1452734!16s%2Fg%2F11fvvxlx99!19sChIJH0ah-8bFQS0RmuEcqJoR1Go?authuser=0&hl=en&rclk=1,,,,,,,,,,,,,
R.M Berkah Farhana,5.0,1 review,Restaurant,"Atiahu, Werinama, East Seram, Maluku ",phone:tel:081340982481, 8AM to 11PM,Takeaway | Dine-in,Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.3624184, 129.9632507",https://www.google.com/maps/place/R.M+Berkah+Farhana/data=!4m7!3m6!1s0x2d6a7fcc9bfd9e6b:0x625b1e26994685ab!8m2!3d-3.3624184!4d129.9632507!16s%2Fg%2F11sy_v9vz8!19sChIJa579m8x_ai0Rq4VGmSYeW2I?authuser=0&hl=en&rclk=1,,,,,,,,,,,,,
KVC,2.8,4 reviews,Restaurant,"874R+H98, Uhak, Wetar, Maluku Barat Daya Regency, Maluku ",,,Takeaway,Halal food,,,Cosy,,Cash only,"-7.6935891, 126.2909427",https://www.google.com/maps/place/KVC/data=!4m7!3m6!1s0x2d0395156f683811:0x1bd85361b9df68!8m2!3d-7.6935891!4d126.2909427!16s%2Fg%2F11j09zc8xg!19sChIJEThobxWVAy0RaN-5YVPYGwA?authuser=0&hl=en&rclk=1,, Maluku Barat Daya ,,,,,,,,,,,
Warung Indomie Telur P. Choirin cs,5.0,6 reviews,Noodle shop,"874V+HW2, Unnamed Road, Uhak, Pp. Wetar, Kabupaten Maluku Barat Daya, Maluku ",,,Takeaway | Dine-in,,,,Casual,,Cash only,"-7.6936196, 126.2947646",https://www.google.com/maps/place/Warung+Indomie+Telur+P.+Choirin+cs/data=!4m7!3m6!1s0x2d03958ef892fc83:0xa02eae7579d06315!8m2!3d-7.6936196!4d126.2947646!16s%2Fg%2F11fn2hv796!19sChIJg_yS-I6VAy0RFWPQeXWuLqA?authuser=0&hl=en&rclk=1,Wheelchair-accessible entrance,  Maluku Barat Daya,,,,,,,,,,,
Nimurih Catering,5.0,1 review,Brunch restaurant,"Q46W+J46, Atiahu, Werinama, East Seram, Maluku ",phone:tel:081248284459, 10:30AM to 8PM,,Halal food,,Good for kids,Cosy,,,"-3.2384616, 130.1452734",https://www.google.com/maps/place/Nimurih+Catering/data=!4m7!3m6!1s0x2d41c56250f388e5:0xa5d32b0c31f21fcb!8m2!3d-3.2384616!4d130.1452734!16s%2Fg%2F11jyhtjpl6!19sChIJ5YjzUGLFQS0Ryx_yMQwr06U?authuser=0&hl=en&rclk=1,,,,,,,,,,,,,
Tanah merah,,,Restaurant,"Samping pos nusa ina, Tanah Merah, Kec. Seram Utara Tim. Seti, Kabupaten Maluku Tengah, Maluku ",, 8AM to 9:30PM,,,,,,,,"-3.0507025, 130.0493855",https://www.google.com/maps/place/Tanah+merah/data=!4m7!3m6!1s0x2d41e3f53f0ba67d:0xf88eb22ba7a951c7!8m2!3d-3.0507025!4d130.0493855!16s%2Fg%2F11t6_ryppv!19sChIJfaYLP_XjQS0Rx1Gppyuyjvg?authuser=0&hl=en&rclk=1,,  Maluku Tengah,,,,,,,,,,,
Kedai nana,,,Restaurant,"X22P+629, Tanah Merah, Seram Utara Timur Seti, Central Maluku Regency, Maluku ",, 8AM to 9:30PM,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-3.0494627, 130.0351093",https://www.google.com/maps/place/Kedai+nana/data=!4m7!3m6!1s0x2d41e34137170d0b:0xb1fbe994f50b011c!8m2!3d-3.0494627!4d130.0351093!16s%2Fg%2F11s595ykr3!19sChIJCw0XN0HjQS0RHAEL9ZTp-7E?authuser=0&hl=en&rclk=1,, Central Maluku ,,,,,,,,,,,
Warung Makan.Lidah Mertua,,,Restaurant,"W7Q9+MQ6, Upt T. Jakarta Baru, Bula Bar., East Seram, Maluku ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-3.0608292, 130.2693826",https://www.google.com/maps/place/Warung+Makan.Lidah+Mertua/data=!4m7!3m6!1s0x2d41eb5885c6871b:0x462c0940ef3f2ab1!8m2!3d-3.0608292!4d130.2693826!16s%2Fg%2F11h8jln4n2!19sChIJG4fGhVjrQS0RsSo_70AJLEY?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance,,,,,,,,,,,,
Ling-Ling's Bali,4.8,"4,356 reviews",Asian fusion restaurant,"Jl. Petitenget No.43B, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80316 ",phone:tel:081916417867, 11AM to 12AM,Outdoor seating | No-contact delivery | Delivery | Takeaway | Dine-in,Alcohol | Beer | Cocktails | Coffee | Happy-hour drinks | Happy-hour food | Late-night food | Spirits | Vegan options | Vegetarian options | Wine,Brunch | Lunch | Dinner | Dessert | Seating,Bar on site | Good for kids | High chairs | Toilets | Free Wi-Fi,Casual | Cosy,Family friendly | Groups,Debit cards | NFC mobile payments | Credit cards,"-8.6740623, 115.1574047",https://www.google.com/maps/place/Ling-Ling's+Bali/data=!4m7!3m6!1s0x2dd2476ccc6c42cb:0x5c7724b56e61c4a1!8m2!3d-8.6740623!4d115.1574047!16s%2Fg%2F11b_2tryrd!19sChIJy0JszGxH0i0RocRhbrUkd1w?authuser=0&hl=en&rclk=1,Wheelchair-accessible entrance | Wheelchair-accessible car park,  Badung,$$,http://www.linglingsbali.com/,Accepts reservations,Contemporary Japanese & Korean fusion fare & cocktails served in a cool venue with colorful murals.,,,,,,,
Wm.Queenza,3.8,9 reviews,Restaurant,"W7Q8+QMW, Upt T. Jakarta Baru, Bula Bar., East Seram, Maluku ",phone:tel:081316415439, 7AM to 6PM,Takeaway | Dine-in,Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.0605108, 130.2667178",https://www.google.com/maps/place/Wm.Queenza/data=!4m7!3m6!1s0x2d41eb9898f08279:0x5368b02d70080a01!8m2!3d-3.0605108!4d130.2667178!16s%2Fg%2F11h51jxjk3!19sChIJeYLwmJjrQS0RAQoIcC2waFM?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance,,,http://www.queenza.com/,,,,,,,,,
Warung Gado - gado bu Minah,5.0,2 reviews,Brunch restaurant,"X26J+27R, Tanah Merah, Seram Utara Timur Seti, Central Maluku Regency, Maluku ",phone:tel:081343018161, 8:30AM to 9PM,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-3.0398823, 130.0306455",https://www.google.com/maps/place/Warung+Gado+-+gado+bu+Minah/data=!4m7!3m6!1s0x2d41e322ce95c34d:0xd83e3e8d250233b1!8m2!3d-3.0398823!4d130.0306455!16s%2Fg%2F11qc5cyffl!19sChIJTcOVziLjQS0RsTMCJY0-Ptg?authuser=0&hl=en&rclk=1,, Central Maluku ,,,,,,,,,,,
Rumah Makan Restu Ibu,,,Restaurant,"VC9J+HGC, Jl. Pasar Baru, Bula, Kec. Bula, Kabupaten Seram Bagian Timur, Maluku ",phone:tel:081266363702, 9AM to 11PM,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-3.1310656, 130.4312584",https://www.google.com/maps/place/Rumah+Makan+Restu+Ibu/data=!4m7!3m6!1s0x2d41bd5006a737d9:0x3bc29827567d8e38!8m2!3d-3.1310656!4d130.4312584!16s%2Fg%2F11g1_qqt5b!19sChIJ2TenBlC9QS0ROI59VieYwjs?authuser=0&hl=en&rclk=1,,  Seram Bagian Timur,,,,,,,,,,,
Warung Pandaza Bula,4.1,52 reviews,Restaurant,"VFXR+QWF, Bula, East Seram, Maluku ",, 9AM to 10PM,Takeaway | Dine-in,Coffee | Halal food,Breakfast | Lunch | Dinner,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.1005659, 130.4923114",https://www.google.com/maps/place/Warung+Pandaza+Bula/data=!4m7!3m6!1s0x2d41a2a1fd70e219:0xbb9e7390582cb96e!8m2!3d-3.1005659!4d130.4923114!16s%2Fg%2F11c1nx1_l0!19sChIJGeJw_aGiQS0RbrksWJBznrs?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,,$,,,,,,,,,,
KU DE TA,4.5,"6,453 reviews",Restaurant,"Jl. Kayu Aya No.9, Seminyak, Kec. Kuta, Kabupaten Badung, Bali ",phone:tel:0361736969, 8AM to 12AM,Outdoor seating | Takeaway | Dine-in | Delivery,Alcohol | Beer | Cocktails | Coffee | Halal food | Kids' menu | Late-night food | Spirits | Vegetarian options | Wine,,Bar on site | Good for kids | High chairs | Toilets | Free Wi-Fi,Casual | Cosy | Upmarket,Family friendly | Groups,Debit cards | NFC mobile payments | Credit cards,"-8.6871361, 115.1547502",https://www.google.com/maps/place/KU+DE+TA/data=!4m7!3m6!1s0x2dd2471b2013ebe5:0x91312ce37f0aa36a!8m2!3d-8.6871361!4d115.1547502!16s%2Fg%2F1pv07tdb1!19sChIJ5esTIBtH0i0RaqMKf-MsMZE?authuser=0&hl=en&rclk=1,Wheelchair-accessible entrance | Wheelchair-accessible seating | Wheelchair-accessible toilet,  Badung,$$$,http://www.kudeta.com/,Accepts reservations,"Chic restaurant with ocean views, known for sushi, burgers & pizza made with seasonal ingredients.",Great cocktails | Live music | Rooftop seating,,,,,,
Ayam Iris crispy LALA,,,Brunch restaurant,"WF78+9F8, Bula, East Seram, Maluku ",phone:tel:081240610016, 10AM to 9PM,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-3.0865827, 130.4662126",https://www.google.com/maps/place/Ayam+Iris+crispy+LALA/data=!4m7!3m6!1s0x2d41972827a4b6bd:0x98a370e120aa6ec8!8m2!3d-3.0865827!4d130.4662126!16s%2Fg%2F11ry7q5n91!19sChIJvbakJyiXQS0RyG6qIOFwo5g?authuser=0&hl=en&rclk=1,,,,http://www.ayamiriscrispy.com/,,,,,,,,,
