title,sub_category,address,metadata,coordinate,link,review_point,review_total,open_hours,regency,contact_number,amenities,site,check_in,check_out,price_level,Service options,Accessibility,Offerings,Dining options,Atmosphere,Payments,Amenities,Crowd,Planning,Highlights
DEMARIO LESNUSSA,Villa,"6GC8+WGW, Leksula, South Buru Regency, Maluku ",,"-3.776346, 126.515449",https://www.google.com/maps/place/DEMARIO+LESNUSSA/data=!4m7!3m6!1s0x2d731974d00f6d59:0xd0901efda54093b9!8m2!3d-3.776346!4d126.515449!16s%2Fg%2F11t17v1kt2!19sChIJWW0P0HQZcy0RuZNApf0ekNA?authuser=0&hl=en&rclk=1,,,, South Buru ,,,,,,,,,,,,,,,,
Ahmad sp,Villa,"JW2P+C25, Unnamed Road, Waegeren, Kec. Waeapo, Kabupaten Buru, Maluku ",,"-3.39898, 126.935094",https://www.google.com/maps/place/Ahmad+sp/data=!4m7!3m6!1s0x2d725d6aee9caa4b:0x215a71e72f2899ea!8m2!3d-3.39898!4d126.935094!16s%2Fg%2F11rmzj4hqr!19sChIJS6qc7mpdci0R6pkoL-dxWiE?authuser=0&hl=en&rclk=1,,,,  Buru,,,,,,,,,,,,,,,,
A Solissa,,"6GC8+55R, Leksula, South Buru Regency, Maluku ",,"-3.7795007, 126.5154019",https://www.google.com/maps/place/A+Solissa/data=!4m7!3m6!1s0x2d7319c8ba00fcc5:0x92aa9850f64517d8!8m2!3d-3.7795007!4d126.5154019!16s%2Fg%2F11rgrl2wgs!19sChIJxfwAusgZcy0R2BdF9lCYqpI?authuser=0&hl=en&rclk=1,,,. , South Buru ,,,,,,,,,,,,,,,,
Kost Villa Dalle,Lodge,"85RJ+XP5, Belakang Politeknik Negeri Ambon, Wailela, Rumah Tiga, Kec. Tlk. Ambon, Kota Ambon, Maluku 97123 ",,"-3.6576035, 128.1818558",https://www.google.com/maps/place/Kost+Villa+Dalle/data=!4m7!3m6!1s0x2d6ce924acbd17ad:0xc0e2c75f0209702b!8m2!3d-3.6576035!4d128.1818558!16s%2Fg%2F11snw5_l9y!19sChIJrRe9rCTpbC0RK3AJAl_H4sA?authuser=0&hl=en&rclk=1,3.4,5 reviews,,  Ambon,phone:tel:081114731127,,,,,,,,,,,,,,,
Vila Kita Siompu,Villa,"96M8+JG9, Waiheru, Baguala, Kota Ambon, Maluku ",,"-3.6159679, 128.2163717",https://www.google.com/maps/place/Vila+Kita+Siompu/data=!4m7!3m6!1s0x2d6cef3af6cd2ec7:0x93284712b447f4e5!8m2!3d-3.6159679!4d128.2163717!16s%2Fg%2F11s33ds8kn!19sChIJxy7N9jrvbC0R5fRHtBJHKJM?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
Danielo House,Villa,"85FX+P72, Batu Merah, Sirimau, Kota Ambon, Maluku ",,"-3.675754, 128.1981015",https://www.google.com/maps/place/Danielo+House/data=!4m7!3m6!1s0x2d6ce97babc323f7:0xbe33918eb73e1271!8m2!3d-3.675754!4d128.1981015!16s%2Fg%2F11t1c8yp5w!19sChIJ9yPDq3vpbC0RcRI-t46RM74?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
Kesia house,Villa,"86H2+RC7, Hative Kecil, Sirimau, Kota Ambon, Maluku ",,"-3.6704591, 128.2010606",https://www.google.com/maps/place/Kesia+house/data=!4m7!3m6!1s0x2d6ce917c41b4299:0xda7c430d1b2e5542!8m2!3d-3.6704591!4d128.2010606!16s%2Fg%2F11pcktcl_y!19sChIJmUIbxBfpbC0RQlUuGw1DfNo?authuser=0&hl=en&rclk=1,,, Closed,  Ambon,phone:tel:082198665012,,,,,,,,,,,,,,,
Villa Emirizan,Villa,"Jl. Kuburan Islam Jl. Kebun Cengkeh No.Perempatan, Batu Merah, Sirimau, Kota Ambon, Maluku ",,"-3.6818236, 128.1982265",https://www.google.com/maps/place/Villa+Emirizan/data=!4m7!3m6!1s0x2d6ce9fc227dd745:0x54203622e5b28371!8m2!3d-3.6818236!4d128.1982265!16s%2Fg%2F11fm54trv8!19sChIJRdd9IvzpbC0RcYOy5SI2IFQ?authuser=0&hl=en&rclk=1,5,2 reviews,,  Ambon,,,,,,,,,,,,,,,,
Villa Raja fulan latar,Villa,"Jl. Air Kuning No.1, Batu Merah, Kec. Sirimau, Kota Ambon, Maluku ",,"-3.6831639, 128.2217239",https://www.google.com/maps/place/Villa+Raja+fulan+latar/data=!4m7!3m6!1s0x2d6ce97a4ef17ba1:0xade63702d6e3e777!8m2!3d-3.6831639!4d128.2217239!16s%2Fg%2F11pzw0xmmw!19sChIJoXvxTnrpbC0Rd-fj1gI35q0?authuser=0&hl=en&rclk=1,5,1 review,,  Ambon,,,,,,,,,,,,,,,,
Febian Home 1,Villa,"86J2+3CG, Hative Kecil, Sirimau, Kota Ambon, Maluku ",,"-3.6695108, 128.2005884",https://www.google.com/maps/place/Febian+Home+1/data=!4m7!3m6!1s0x2d6ce963ef477db5:0xb5082da7b027947a!8m2!3d-3.6695108!4d128.2005884!16s%2Fg%2F11rnctfjj6!19sChIJtX1H72PpbC0RepQnsKctCLU?authuser=0&hl=en&rclk=1,5,2 reviews,,  Ambon,,,,,,,,,,,,,,,,
Villa AdFams,Villa,"866C+2VJ, Batu Merah, Sirimau, Kota Ambon, Maluku ",,"-3.6899184, 128.2221406",https://www.google.com/maps/place/Villa+AdFams/data=!4m7!3m6!1s0x2d6ce99f1e0aadfb:0x1189e5966855c694!8m2!3d-3.6899184!4d128.2221406!16s%2Fg%2F11sgh24zv_!19sChIJ-60KHp_pbC0RlMZVaJbliRE?authuser=0&hl=en&rclk=1,5,1 review,,  Ambon,,,,,,,,,,,,,,,,
Keluarga Pattiwaellapia,Villa,"86J4+62Q, Hative Kecil, Sirimau, Kota Ambon, Maluku ",,"-3.6701418, 128.2059337",https://www.google.com/maps/place/Keluarga+Pattiwaellapia/data=!4m7!3m6!1s0x2d6ce9156bd961d1:0x20d01ad75680e9b1!8m2!3d-3.6701418!4d128.2059337!16s%2Fg%2F11sbn84k8c!19sChIJ0WHZaxXpbC0RsemAVtca0CA?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
Safwan Home🏠,Villa,"8679+7P9, Batu Merah, Sirimau, Kota Ambon, Maluku ",,"-3.6858588, 128.219242",https://www.google.com/maps/place/Safwan+Home%F0%9F%8F%A0/data=!4m7!3m6!1s0x2d6ce9d834a5daa3:0x578ac471b5d932de!8m2!3d-3.6858588!4d128.219242!16s%2Fg%2F11rmww47_7!19sChIJo9qlNNjpbC0R3jLZtXHEilc?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
Rumah Kos Hasani Umalekhoa,Villa,"Jl. Sultan Hasanuddin (dobrak power) RT. 003 RW. 002 Kelurahan Pandan Kasturi Kecamatan Sirimau, Pandan Kasturi, Kapaha, Kota Ambon, Maluku ",,"-3.6735646, 128.1918444",https://www.google.com/maps/place/Rumah+Kos+Hasani+Umalekhoa/data=!4m7!3m6!1s0x2d6ce99b2403e8f9:0xf6e8d8e051b05459!8m2!3d-3.6735646!4d128.1918444!16s%2Fg%2F11t31ws9nl!19sChIJ-egDJJvpbC0RWVSwUeDY6PY?authuser=0&hl=en&rclk=1,,, Open 24 hours,  Ambon,phone:tel:081343304017,,,,,,,,,,,,,,,
ILJURAS,Villa,"8683+P8R, Norbeck Jl. Kebun Cengkeh, Batu Merah, Kec. Sirimau, Kota Ambon, Maluku ",,"-3.6831358, 128.20328",https://www.google.com/maps/place/ILJURAS/data=!4m7!3m6!1s0x2d6ce9c583e8f619:0x931529acc57472e!8m2!3d-3.6831358!4d128.20328!16s%2Fg%2F11rqzfnxxz!19sChIJGfbog8XpbC0RLkdXzJpSMQk?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
Rumah Syaiful Rotasouw,Villa,"859Q+5RP, Batu Merah, Sirimau, Kota Ambon, Maluku ",,"-3.6820342, 128.1895866",https://www.google.com/maps/place/Rumah+Syaiful+Rotasouw/data=!4m7!3m6!1s0x2d6ce91d9673bc77:0xfd96cf5758abb38a!8m2!3d-3.6820342!4d128.1895866!16s%2Fg%2F11q4m7qw13!19sChIJd7xzlh3pbC0RirOrWFfPlv0?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
Home Wirman Family,Villa,"8694+PXH, Batu Merah, Sirimau, Kota Ambon, Maluku ",,"-3.680683, 128.2074733",https://www.google.com/maps/place/Home+Wirman+Family/data=!4m7!3m6!1s0x2d6ce9463398da7d:0xd40a6f51850838cc!8m2!3d-3.680683!4d128.2074733!16s%2Fg%2F11sxyn4_h5!19sChIJfdqYM0bpbC0RzDgIhVFvCtQ?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
Rumah Khalid,Villa,"868C+V5P, Batu Merah, Sirimau, Kota Ambon, Maluku ",,"-3.6825764, 128.2205363",https://www.google.com/maps/place/Rumah+Khalid/data=!4m7!3m6!1s0x2d6ce93806bf2007:0x97fbba141c2a8f7f!8m2!3d-3.6825764!4d128.2205363!16s%2Fg%2F11t5_4fxc5!19sChIJByC_BjjpbC0Rf48qHBS6-5c?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
Rumah Jevon M,Villa,"96FG+323, Waiheru, Baguala, Kota Ambon, Maluku ",,"-3.6274345, 128.2252078",https://www.google.com/maps/place/Rumah+Jevon+M/data=!4m7!3m6!1s0x2d6cef6adc523f23:0x23557be4d6c1a238!8m2!3d-3.6274345!4d128.2252078!16s%2Fg%2F11sy6tlzsk!19sChIJIz9S3GrvbC0ROKLB1uR7VSM?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
mozad villa,Villa,"75JC+M8X, Urimesing, Nusaniwe, Kota Ambon, Maluku ",,"-3.7182551, 128.1708629",https://www.google.com/maps/place/mozad+villa/data=!4m7!3m6!1s0x2d6ce9628fa5f03d:0xff25fc7aa8a487d1!8m2!3d-3.7182551!4d128.1708629!16s%2Fg%2F11j6j3jyk4!19sChIJPfClj2LpbC0R0YekqHr8Jf8?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
Keluarga samadara,Villa,"75WF+X29 Dr. Pattimapau, Kel Wainitu, Kec. Nusaniwe, Kota Ambon, Maluku ",,"-3.7025967, 128.1726021",https://www.google.com/maps/place/Keluarga+samadara/data=!4m7!3m6!1s0x2d6ce95991608297:0xf1afbd977d42a297!8m2!3d-3.7025967!4d128.1726021!16s%2Fg%2F11p_2hq1tn!19sChIJl4JgkVnpbC0Rl6JCfZe9r_E?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
NEW AKASIARA,Villa,"853V+3RV, Soya, Sirimau, Kota Ambon, Maluku ",,"-3.6972709, 128.1945391",https://www.google.com/maps/place/NEW+AKASIARA/data=!4m7!3m6!1s0x2d6ce9d8e8e3177b:0x39e8b02851309b58!8m2!3d-3.6972709!4d128.1945391!16s%2Fg%2F11t9bxjqp3!19sChIJexfj6NjpbC0RWJswUSiw6Dk?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
Rumah Sabrina & Zikra,Villa,"8674+67H, Batu Merah, Sirimau, Kota Ambon, Maluku ",,"-3.6866171, 128.2057386",https://www.google.com/maps/place/Rumah+Sabrina+%26+Zikra/data=!4m7!3m6!1s0x2d6ce92c47e71e97:0x741e267906b7a70f!8m2!3d-3.6866171!4d128.2057386!16s%2Fg%2F11t536b5cm!19sChIJlx7nRyzpbC0RD6e3BnkmHnQ?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
G.Huwae,Villa,"853X+F6C, Kel Batu Meja, Sirimau, Kota Ambon, Maluku ",,"-3.6963097, 128.1980198",https://www.google.com/maps/place/G.Huwae/data=!4m7!3m6!1s0x2d6ce9ecd3353fab:0x26b3a6a55cbdb13b!8m2!3d-3.6963097!4d128.1980198!16s%2Fg%2F11rksj1sh4!19sChIJqz810-zpbC0RO7G9XKWmsyY?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
Usmany,Villa,"atas, Jl. Skip ",,"-3.6963103, 128.1954091",https://www.google.com/maps/place/Usmany/data=!4m7!3m6!1s0x2d6ce99e593e59dd:0xbddeb367b3186262!8m2!3d-3.6963103!4d128.1954091!16s%2Fg%2F11tdm_gphl!19sChIJ3Vk-WZ7pbC0RYmIYs2ez3r0?authuser=0&hl=en&rclk=1,,,,,,,,,,,,,,,,,,,,
Rumah vitha,Villa,"963P+QX5, Lateri, Baguala, Kota Ambon, Maluku ",,"-3.6455669, 128.2370215",https://www.google.com/maps/place/Rumah+vitha/data=!4m7!3m6!1s0x2d6ced23d045ca5b:0xd14359e133bd9af8!8m2!3d-3.6455669!4d128.2370215!16s%2Fg%2F11rndrm0qp!19sChIJW8pF0CPtbC0R-Jq9M-FZQ9E?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
Gang Villa,Housing complex,"855Q+H29, Kel Rijali, Sirimau, Kota Ambon, Maluku ",,"-3.6910915, 128.1876074",https://www.google.com/maps/place/Gang+Villa/data=!4m7!3m6!1s0x2d6ce98562cf378d:0xc498eb0331d0110!8m2!3d-3.6910915!4d128.1876074!16s%2Fg%2F11np7q3gc2!19sChIJjTfPYoXpbC0REAEdM7COSQw?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
Queen's family home,Villa,"96FF+JG7, Waiheru, Baguala, Kota Ambon, Maluku ",,"-3.6259645, 128.2237958",https://www.google.com/maps/place/Queen's+family+home/data=!4m7!3m6!1s0x2d6cef72c5dd2757:0x12d46cbc4a4b7319!8m2!3d-3.6259645!4d128.2237958!16s%2Fg%2F11p_4fp2gh!19sChIJVyfdxXLvbC0RGXNLSrxs1BI?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
NOVA.LELEURY,Villa,"853Q+958, Jl. Skip, Kel Karang Panjang, Kec. Sirimau, Kota Ambon, Maluku ",,"-3.6965829, 128.1879679",https://www.google.com/maps/place/NOVA.LELEURY/data=!4m7!3m6!1s0x2d6ce98861d38c7f:0x2e58c266e719ce06!8m2!3d-3.6965829!4d128.1879679!16s%2Fg%2F11qbc6s3g8!19sChIJf4zTYYjpbC0RBs4Z52bCWC4?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
Manuputty Family,Villa,"853W+GV2, Jl. Skip, Kel Karang Panjang, Kec. Sirimau, Kota Ambon, Maluku ",,"-3.6962447, 128.1971538",https://www.google.com/maps/place/Manuputty+Family/data=!4m7!3m6!1s0x2d6ce9a2b0202a67:0x242b70dd12a9fb20!8m2!3d-3.6962447!4d128.1971538!16s%2Fg%2F11snqw7y7l!19sChIJZyogsKLpbC0RIPupEt1wKyQ?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
muskitta family house,Villa,"75QF+F7Q, Kel Kudamati, Nusaniwe, Kota Ambon, Maluku ",,"-3.7112855, 128.1732245",https://www.google.com/maps/place/muskitta+family+house/data=!4m7!3m6!1s0x2d6ce9c8cb49baaf:0x7a79ab99e17ae1c4!8m2!3d-3.7112855!4d128.1732245!16s%2Fg%2F11s1snprth!19sChIJr7pJy8jpbC0RxOF64ZmreXo?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
WATTIMURY RESIDENCE,Villa,"8644+239, Waihoka, Sirimau, Kota Ambon, Maluku ",,"-3.6949732, 128.2052333",https://www.google.com/maps/place/WATTIMURY+RESIDENCE/data=!4m7!3m6!1s0x2d6ce9c67a0b9639:0x259422c82b306a47!8m2!3d-3.6949732!4d128.2052333!16s%2Fg%2F11ny4h5clc!19sChIJOZYLesbpbC0RR2owK8gilCU?authuser=0&hl=en&rclk=1,4.3,3 reviews,,  Ambon,,,,,,,,,,,,,,,,
D_Ruhulessin,Villa,"8643+MMX, Waihoka, Sirimau, Kota Ambon, Maluku ",,"-3.693257, 128.2042348",https://www.google.com/maps/place/D_Ruhulessin/data=!4m7!3m6!1s0x2d6ce947339e651f:0xe194abf9a7a647cd!8m2!3d-3.693257!4d128.2042348!16s%2Fg%2F11tk8kkpr_!19sChIJH2WeM0fpbC0RzUemp_mrlOE?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
Villa Batu Tagepe,Country house,"8687+JH9, Jl. Batutagepe, Batu Merah, Kec. Sirimau, Kota Ambon, Maluku ",,"-3.683467, 128.213983",https://www.google.com/maps/place/Villa+Batu+Tagepe/data=!4m7!3m6!1s0x2d6ce94d793cc7d3:0xd1d26ab2aca65203!8m2!3d-3.683467!4d128.213983!16s%2Fg%2F11gjv0bbv6!19sChIJ08c8eU3pbC0RA1KmrLJq0tE?authuser=0&hl=en&rclk=1,4.6,7 reviews,,  Ambon,,,,,,,,,,,,,,,,
Dilan Home sweet,Villa,"855X+3VF, Jln haruhun, Kel Karang Panjang, phule, Kota Ambon ",,"-3.692305, 128.1996751",https://www.google.com/maps/place/Dilan+Home+sweet/data=!4m7!3m6!1s0x2d6ce99e276927ab:0x55d8c158ec1fc325!8m2!3d-3.692305!4d128.1996751!16s%2Fg%2F11t7tvydlq!19sChIJqydpJ57pbC0RJcMf7FjB2FU?authuser=0&hl=en&rclk=1,5,1 review,,  Ambon ,,,,,,,,,,,,,,,,
Vendor,Villa,"8674+2W5, Batu Merah, Sirimau, Kota Ambon, Maluku ",,"-3.687186, 128.206894",https://www.google.com/maps/place/Vendor/data=!4m7!3m6!1s0x2d6ce9cafe0f3ddd:0xec118ffdeeb8455b!8m2!3d-3.687186!4d128.206894!16s%2Fg%2F11rvfy7prb!19sChIJ3T0P_srpbC0RW0W47v2PEew?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
Rumah Cinta MeLDa,Villa,"75XJ+3WH, Kel Urimesing, Nusaniwe, Kota Ambon, Maluku ",,"-3.7023085, 128.1823513",https://www.google.com/maps/place/Rumah+Cinta+MeLDa/data=!4m7!3m6!1s0x2d6ce9d302b4277d:0x72fb8beabed8dce0!8m2!3d-3.7023085!4d128.1823513!16s%2Fg%2F11t35xpj66!19sChIJfSe0AtPpbC0R4NzYvuqL-3I?authuser=0&hl=en&rclk=1,,, 7 to 8AM,  Ambon,,,,,,,,,,,,,,,,
Klr . Lopulissa,Villa,"76R2+7FG, Kayu Putih, Pulo Gadung, East Jakarta City, Jakarta ",,"-3.7093047, 128.2012085",https://www.google.com/maps/place/Klr+.+Lopulissa/data=!4m7!3m6!1s0x2d6ce9dc8db3194d:0xeb4be58c5a4926b1!8m2!3d-3.7093047!4d128.2012085!16s%2Fg%2F11pz6tkxxn!19sChIJTRmzjdzpbC0RsSZJWozlS-s?authuser=0&hl=en&rclk=1,,,, East Jakarta ,phone:tel:082239353702,,,,,,,,,,,,,,,
Keluarga Bpk. Tony Telehala,Villa,"855R+4VH, Jl. Pitu Ina, Kel Amantelu, Kec. Sirimau, Kota Ambon, Maluku ",,"-3.6921951, 128.1922389",https://www.google.com/maps/place/Keluarga+Bpk.+Tony+Telehala/data=!4m7!3m6!1s0x2d6ce9bd91a18851:0x5d14a28ca74df9d4!8m2!3d-3.6921951!4d128.1922389!16s%2Fg%2F11s3qhmrgc!19sChIJUYihkb3pbC0R1PlNp4yiFF0?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
Vila Noya,Villa,"97HQ+WWW, Suli, Salahutu, Central Maluku Regency, Maluku ",,"-3.6188434, 128.2897446",https://www.google.com/maps/place/Vila+Noya/data=!4m7!3m6!1s0x2d6cedea9a3f96bb:0x737e3155ff3ab6d2!8m2!3d-3.6188434!4d128.2897446!16s%2Fg%2F11rmpzkcym!19sChIJu5Y_murtbC0R0rY6_1UxfnM?authuser=0&hl=en&rclk=1,5,1 review,, Central Maluku ,,,,,,,,,,,,,,,,
Will Gz,Villa,"75RC+7X3, Kel Kudamati, Nusaniwe, Kota Ambon, Maluku ",,"-3.7093634, 128.1724074",https://www.google.com/maps/place/Will+Gz/data=!4m7!3m6!1s0x2d6ce9c877d322ab:0x95f5fe152817fbb!8m2!3d-3.7093634!4d128.1724074!16s%2Fg%2F11s7wc4pbg!19sChIJqyLTd8jpbC0Ru3-BUuFfXwk?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
Namahatu Private Beach Villa,,"729V+69V, Jl. Propinsi, Hatu, Kec. Leihitu Bar., Kabupaten Maluku Tengah, Maluku ",,"-3.7318811, 128.0434232",https://www.google.com/maps/place/Namahatu+Private+Beach+Villa/data=!4m10!3m9!1s0x2d6cdf600952197b:0x736e83cb9bc613d6!5m2!4m1!1i2!8m2!3d-3.7318811!4d128.0434232!16s%2Fg%2F11h_cc97pk!19sChIJexlSCWDfbC0R1hPGm8uDbnM?authuser=0&hl=en&rclk=1,,,,  Maluku Tengah,,,,,,,,,,,,,,,,
Pentury familly,Villa,"75VJ+HGW, Kel Urimesing, Nusaniwe, Kota Ambon, Maluku ",,"-3.7060224, 128.1813322",https://www.google.com/maps/place/Pentury+familly/data=!4m7!3m6!1s0x2d6ce978ca927b8f:0x81d77a3b78660ee2!8m2!3d-3.7060224!4d128.1813322!16s%2Fg%2F11t4kykdm0!19sChIJj3uSynjpbC0R4g5meDt614E?authuser=0&hl=en&rclk=1,,, Open 24 hours,  Ambon,,,,,,,,,,,,,,,,
Rumah Ben,Villa,"75QP+XR9, Kel Batu Gaja, Sirimau, Kota Ambon, Maluku ",,"-3.7102506, 128.1865096",https://www.google.com/maps/place/Rumah+Ben/data=!4m7!3m6!1s0x2d6ce950c85597c9:0xdf6fe38dd50d259e!8m2!3d-3.7102506!4d128.1865096!16s%2Fg%2F11pvccsn7b!19sChIJyZdVyFDpbC0RniUN1Y3jb98?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
Rumah ZirahNajdah,Villa,"C5PQ+P7, Mamala, Leihitu, Central Maluku Regency, Maluku ",,"-3.5637478, 128.1880109",https://www.google.com/maps/place/Rumah+ZirahNajdah/data=!4m7!3m6!1s0x2d6cf1983af71aef:0x7e208e567c224289!8m2!3d-3.5637478!4d128.1880109!16s%2Fg%2F11rypvyb51!19sChIJ7xr3OpjxbC0RiUIifFaOIH4?authuser=0&hl=en&rclk=1,,,, Central Maluku ,,,,,,,,,,,,,,,,
Kilian Sweet Home,Villa,"868C+96X, Batu Merah, Sirimau, Kota Ambon, Maluku ",,"-3.6839538, 128.2206088",https://www.google.com/maps/place/Kilian+Sweet+Home/data=!4m7!3m6!1s0x2d6ce92d79f180e7:0x42d735a04798a377!8m2!3d-3.6839538!4d128.2206088!16s%2Fg%2F11syd2chkw!19sChIJ54DxeS3pbC0Rd6OYR6A110I?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
GENIOWEALTHY HOME,Villa,"75JQ+6Q3, Urimesing, Nusaniwe, Kota Ambon, Maluku ",,"-3.7194998, 128.1894183",https://www.google.com/maps/place/GENIOWEALTHY+HOME/data=!4m7!3m6!1s0x2d6cc34862aad53f:0x1a85676c91b06007!8m2!3d-3.7194998!4d128.1894183!16s%2Fg%2F11m9pvph31!19sChIJP9WqYkjDbC0RB2CwkWxnhRo?authuser=0&hl=en&rclk=1,,, Open 24 hours,  Ambon,,,,,,,,,,,,,,,,
KELUARGA LOPPIES,Villa,"76C9+P3F, Hatalae, Leitimur Selatan, Kota Ambon, Maluku ",,"-3.728192, 128.217657",https://www.google.com/maps/place/KELUARGA+LOPPIES/data=!4m7!3m6!1s0x2d6cc3262c4fb4a1:0x6599b1565b8024eb!8m2!3d-3.728192!4d128.217657!16s%2Fg%2F11tjj3tnm5!19sChIJobRPLCbDbC0R6ySAW1axmWU?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
Yas Pikal,Villa,"859X+PG9, Jl. Kebun Cengkeh, Batu Merah, Kec. Sirimau, Kota Ambon, Maluku ",,"-3.680707, 128.1988574",https://www.google.com/maps/place/Yas+Pikal/data=!4m7!3m6!1s0x2d6ce92c3c75b79b:0x6fd752b4f90aa126!8m2!3d-3.680707!4d128.1988574!16s%2Fg%2F11t0t8kfkm!19sChIJm7d1PCzpbC0RJqEK-bRS128?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
Baragain home,Villa,"75M7+29X, Kel Benteng, Nusaniwe, Kota Ambon, Maluku ",,"-3.7173993, 128.1634772",https://www.google.com/maps/place/Baragain+home/data=!4m7!3m6!1s0x2d6ce916fddd7a05:0xcb01ea4517605470!8m2!3d-3.7173993!4d128.1634772!16s%2Fg%2F11s3927896!19sChIJBXrd_RbpbC0RcFRgF0XqAcs?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
Villa Awal Uar,Lodging,"868C+VFM, Unnamed Road, Batu Merah, Kec. Sirimau, Kota Ambon, Maluku ",,"-3.6827811, 128.221164",https://www.google.com/maps/place/Villa+Awal+Uar/data=!4m7!3m6!1s0x2d6ce9bafd834ef9:0x150e8c2758f16a76!8m2!3d-3.6827811!4d128.221164!16s%2Fg%2F11kh63mzpr!19sChIJ-U6D_brpbC0RdmrxWCeMDhU?authuser=0&hl=en&rclk=1,,,,  Ambon,phone:tel:081333223344,,,,,,,,,,,,,,,
Manuputty’s Residence,Villa,"75QC+4WF, Jl. Propinsi, Urimesing, Kec. Nusaniwe, Kota Ambon, Maluku ",,"-3.7121766, 128.1723094",https://www.google.com/maps/place/Manuputty%E2%80%99s+Residence/data=!4m7!3m6!1s0x2d6ce9b79738fc3f:0x34909888474b552d!8m2!3d-3.7121766!4d128.1723094!16s%2Fg%2F11hz1r4px1!19sChIJP_w4l7fpbC0RLVVLR4iYkDQ?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
Home Gil,Villa,"HOME GIL, Urimesing, Kec. Nusaniwe, Kota Ambon, Maluku ",,"-3.7187565, 128.1938433",https://www.google.com/maps/place/Home+Gil/data=!4m7!3m6!1s0x2d6ce9947a4d9831:0x181af6f425aa864c!8m2!3d-3.7187565!4d128.1938433!16s%2Fg%2F11tcyhb199!19sChIJMZhNepTpbC0RTIaqJfT2Ghg?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
The Toisuta Villa,Non smoking holiday home,"974C+Q8X, Passo, Baguala, Kota Ambon, Maluku ",,"-3.6430073, 128.2708616",https://www.google.com/maps/place/The+Toisuta+Villa/data=!4m7!3m6!1s0x2d6ced8d69c8764f:0xf58f988fcc939be8!8m2!3d-3.6430073!4d128.2708616!16s%2Fg%2F11h_zb6fw6!19sChIJT3bIaY3tbC0R6JuTzI-Yj_U?authuser=0&hl=en&rclk=1,5,1 review,,  Ambon,,,,,,,,,,,,,,,,
Vellanti Guest House,Villa,"74FV+3H8, Jl. Amanhuse, Amahusu, Kec. Nusaniwe, Kota Ambon, Maluku ",,"-3.7273486, 128.143968",https://www.google.com/maps/place/Vellanti+Guest+House/data=!4m7!3m6!1s0x2d6cdd4b320bca41:0x29537957f7f3de1c!8m2!3d-3.7273486!4d128.143968!16s%2Fg%2F11mvmqy1d_!19sChIJQcoLMkvdbC0RHN7z91d5Uyk?authuser=0&hl=en&rclk=1,,,,  Ambon,,,,,,,,,,,,,,,,
