title,review_point,review_total,address,site,contact_number,check_in,check_out,metadata,amenities,coordinate,regency,link,sub_category,price_level,open_hours,about
The Phoenix Hotel Yogyakarta - MGallery Collection,4.6,"4,661 reviews","Jl. Jend. Sudirman No.9, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233 ",https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=5451&merchantid=seo-maps-ID-5451&sourceid=aw-cen&utm_medium=seo+maps&utm_source=google+Maps&utm_campaign=seo+maps&y_source=1_MTUzNTkzNjUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,phone:tel:0274566617,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Accessible available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Business center available  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle available  |  Hot tub available  |  Spa available  |  Fitness center available  |  Bar available ,"-7.7826227, 110.3685066",  Yogyakarta,https://www.google.com/maps/place/The+Phoenix+Hotel+Yogyakarta+-+MGallery+Collection/data=!4m10!3m9!1s0x2e783ffff8aeead3:0xb9c77ab7663ae14d!5m2!4m1!1i2!8m2!3d-7.7826227!4d110.3685066!16s%2Fg%2F1v6k2rwq!19sChIJ0-qu-P8_eC4RTeE6Zrd6x7k?authuser=0&hl=en&rclk=1,,,,
SPOT ON 91159 Kost Putrana Syariah,4.4,5 reviews,"47, JL.Kolonel Achmad Syam, Kantor Desa Cikeruh, Jalan Sayang, Jatinangor Sumedang, Kabupaten Bandung, Jawa Barat 45363 ",,phone:tel:02129707601,,,, Free Wi-Fi available  |  Pool unavailable  |  Fitness center unavailable ,"-6.9752755, 107.7546277",  Bandung,https://www.google.com/maps/place/SPOT+ON+91159+Kost+Putrana+Syariah/data=!4m10!3m9!1s0x2e68c38f9e4beb27:0xa3c739a7a612038a!5m2!4m1!1i2!8m2!3d-6.9752755!4d107.7546277!16s%2Fg%2F11q4hth5d7!19sChIJJ-tLno_DaC4RigMSpqc5x6M?authuser=0&hl=en&rclk=1,,,,
OYO 1640 Fallinda Hotel,3.5,399 reviews,"116, Jl. Raya Sukahati No.116, RT.3/RW.8, Sukahati, Bogor City, West Java 16913 ",https://www.oyorooms.com/h/81747/?utm_source=GMB_ID&utm_medium=Organic&utm_campaign=ID_BGR013&latitude=-6.47614069334&longitude=106.819222122&locale=id,phone:tel:02129707601,,,, Free Wi-Fi available  |  Pool unavailable  |  Air-conditioned available ,"-6.4761407, 106.8192221", Bogor ,https://www.google.com/maps/place/OYO+1640+Fallinda+Hotel/data=!4m10!3m9!1s0x2e69c1d5a87e72d1:0x2455f8a64fe688e4!5m2!4m1!1i2!8m2!3d-6.4761407!4d106.8192221!16s%2Fg%2F11j0k06pp9!19sChIJ0XJ-qNXBaS4R5IjmT6b4VSQ?authuser=0&hl=en&rclk=1,,,,
OYO Homes 90992 Eco Tourism Desa Panundaan Ciwidey Syariah,5.0,1 review,"Balemoyan, Kp, RT.02/RW.018, Panundaan, Kec. Ciwidey, Kabupaten Bandung, Jawa Barat 40973 ",https://www.oyorooms.com/h/174109?utm_source=Google_gmb_ID&utm_medium=Organic&utm_campaign=ID_KUB029&latitude=-7.10785&longitude=107.4405&locale=id,phone:tel:02129707601,,,, Free Wi-Fi available  |  Pool unavailable  |  Fitness center unavailable ,"-7.1078503, 107.4405195",  Bandung,https://www.google.com/maps/place/OYO+Homes+90992+Eco+Tourism+Desa+Panundaan+Ciwidey+Syariah/data=!4m10!3m9!1s0x2e688dfd19e95259:0x62d792cfc955c026!5m2!4m1!1i2!8m2!3d-7.1078503!4d107.4405195!16s%2Fg%2F11t0lzgsth!19sChIJWVLpGf2NaC4RJsBVyc-S12I?authuser=0&hl=en&rclk=1,,,,
Hotel Youstay Semarang,4.5,235 reviews,"Jl. Jenderal Sudirman No.161 A, Krobokan, Kec. Semarang Barat, Kota Semarang, Jawa Tengah 50141 ",https://youstaysemarang.com/,phone:tel:0247607641,,,, Free Wi-Fi available  |  Free parking available  |  Pool unavailable  |  Air-conditioned available ,"-6.9811934, 110.3961862",  Semarang,https://www.google.com/maps/place/Hotel+Youstay+Semarang/data=!4m10!3m9!1s0x2e708bbf82a5d2a7:0xda6937f260ece37f!5m2!4m1!1i2!8m2!3d-6.9811934!4d110.3961862!16s%2Fg%2F11rgrrn442!19sChIJp9Klgr-LcC4Rf-PsYPI3ado?authuser=0&hl=en&rclk=1,,,,
Hotel Daily Inn,4.4,"1,537 reviews","Jl. Jenderal Ahmad Yani No.67, RT.8/RW.3, Cemp. Putih Tim., Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10510 ",https://dailyinn.id/,phone:tel:02121473999,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Accessible available  |  Pool unavailable  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle unavailable ,"-6.1771116, 106.875287",  Jakarta Pusat,https://www.google.com/maps/place/Hotel+Daily+Inn/data=!4m10!3m9!1s0x2e69f4fd2119b373:0xb20d11c731344bb3!5m2!4m1!1i2!8m2!3d-6.1771116!4d106.875287!16s%2Fg%2F11g8lhrzth!19sChIJc7MZIf30aS4Rs0s0MccRDbI?authuser=0&hl=en&rclk=1,,,,
GDW Hotel & Cottage,3.7,7 reviews,"Jl. Babakan Madang No.99, Citaringgul, Kec. Babakan Madang, Kabupaten Bogor, Jawa Barat 16810 ",,phone:tel:02187950001,,,, Free Wi-Fi available  |  Free parking available  |  Pool available  |  Kid-friendly available ,"-6.5700918, 106.8670451",  Bogor,https://www.google.com/maps/place/GDW+Hotel+%26+Cottage/data=!4m10!3m9!1s0x2e69c71dddba62b7:0x65c1602464e623b4!5m2!4m1!1i2!8m2!3d-6.5700918!4d106.8670451!16s%2Fg%2F11gynyn691!19sChIJt2K63R3HaS4RtCPmZCRgwWU?authuser=0&hl=en&rclk=1,,,,
BRIA Hotel & Convention,4.0,78 reviews,"Jl. Lembah Nyiur No.69, Kopo, Kec. Cisarua, Kabupaten Bogor, Jawa Barat 16750 ",,phone:tel:082111799988,,,, Free Wi-Fi available  |  Parking available  |  Outdoor pool available ,"-6.6742903, 106.9186772",  Bogor,https://www.google.com/maps/place/BRIA+Hotel+%26+Convention/data=!4m10!3m9!1s0x2e69b63c9b3f9a19:0x94f9ac7d343c8bce!5m2!4m1!1i2!8m2!3d-6.6742903!4d106.9186772!16s%2Fg%2F11k6ng06x1!19sChIJGZo_mzy2aS4Rzos8NH2s-ZQ?authuser=0&hl=en&rclk=1,,,,
OYO Homes 91157 Desa Wisata Bendosari Kendal,2.7,3 reviews,"Jl. Curug Jeglong No.01, Jeplak, Bendosari, Kec. Plantungan, Kabupaten Kendal, Jawa Tengah 51362 ",https://www.oyorooms.com/h/176532?utm_source=Google_gmb_ID&utm_medium=Organic&utm_campaign=ID_KDE004&latitude=-7.05425&longitude=109.9813&locale=id,phone:tel:02129707601,,,, Free Wi-Fi available  |  Pool unavailable  |  Fitness center unavailable ,"-7.0542469, 109.9812699",  Kendal,https://www.google.com/maps/place/OYO+Homes+91157+Desa+Wisata+Bendosari+Kendal/data=!4m10!3m9!1s0x2e706b37ab7c60a1:0xfff2b873d2d10ef0!5m2!4m1!1i2!8m2!3d-7.0542469!4d109.9812699!16s%2Fg%2F11t0lzl60q!19sChIJoWB8qzdrcC4R8A7R0nO48v8?authuser=0&hl=en&rclk=1,,,,
Veranda Hotel at Pakubuwono,4.4,"6,128 reviews","Jl. Kyai Maja No.63, RT.6/RW.2, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130 ",http://www.verandahotels.com/,phone:tel:02173910808,,,, Free Wi-Fi available  |  Breakfast available  |  Free parking available  |  Accessible available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Business center available  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle available  |  Spa available  |  Fitness center available ,"-6.2396073, 106.7855732",  Jakarta Selatan,https://www.google.com/maps/place/Veranda+Hotel+at+Pakubuwono/data=!4m10!3m9!1s0x2e69f115ca81b371:0x6b5c67954e308ea2!5m2!4m1!1i2!8m2!3d-6.2396073!4d106.7855732!16s%2Fg%2F11b74vddl6!19sChIJcbOByhXxaS4Roo4wTpVnXGs?authuser=0&hl=en&rclk=1,,,,
TRAVELERS INN,4.4,421 reviews,"Jl. Aria Jipang No.6, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115 ",,phone:tel:0224262442,,,, Free Wi-Fi available  |  Free parking available  |  Pool unavailable  |  Laundry service available  |  Kid-friendly available ,"-6.9001911, 107.6159245",  Bandung,https://www.google.com/maps/place/TRAVELERS+INN/data=!4m10!3m9!1s0x2e68e64c2a39d7ed:0xd1e31d8d939573c8!5m2!4m1!1i2!8m2!3d-6.9001911!4d107.6159245!16s%2Fg%2F11b7l4_50f!19sChIJ7dc5KkzmaC4RyHOVk40d49E?authuser=0&hl=en&rclk=1,,,,
SPOT ON 90851 Guesthouse Bsd Asri Syariah,2.6,16 reviews,"2 Jalan Tanjung I, Rawa Buntu, Serpong, Tangerang Selatan, Tangerang, Banten 15310 ",https://www.oyorooms.com/ID/168733/?utm_source=GMB_ID&utm_medium=Organic&utm_campaign=ID_TGG059&latitude=-6.30712687575811&longitude=106.684590149671&locale=id,,,,, Free Wi-Fi available  |  Pool unavailable  |  Fitness center unavailable ,"-6.3071588, 106.6846454",,https://www.google.com/maps/place/SPOT+ON+90851+Guesthouse+Bsd+Asri+Syariah/data=!4m10!3m9!1s0x2e69e52c4eceeb9b:0x2de07a06cff9bdb8!5m2!4m1!1i2!8m2!3d-6.3071588!4d106.6846454!16s%2Fg%2F11rmtxsw99!19sChIJm-vOTizlaS4RuL35zwZ64C0?authuser=0&hl=en&rclk=1,,,,
Saka Ganta Guest House,4.4,19 reviews,"Jalan Ratu Marga, RT.01/RW.01, Banjar Negara, Kec. Baradatu, Kabupaten Way Kanan, Lampung 34761 ",,phone:tel:08127253192,,,, Free Wi-Fi available  |  Free parking available  |  Pool unavailable ,"-4.7552765, 104.5384315",  Way Kanan,https://www.google.com/maps/place/Saka+Ganta+Guest+House/data=!4m10!3m9!1s0x2e389bd5f2e53aef:0x76cedeb71f65d5cb!5m2!4m1!1i2!8m2!3d-4.7552765!4d104.5384315!16s%2Fg%2F11n5q_m_cp!19sChIJ7zrl8tWbOC4Ry9VlH7feznY?authuser=0&hl=en&rclk=1,,,,
EXPRESS O 91381 Penginapan Pasar Baru Selatan,5.0,1 review,"Jl. Pasar Baru Selatan No.21, Ps. Baru, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10710 ",https://www.oyorooms.com/h/186638?utm_source=Google_gmb_ID&utm_medium=Organic&utm_campaign=ID_JKT485&latitude=-6.16408&longitude=106.8369&locale=id,phone:tel:02129707601,,,, Free Wi-Fi available  |  Pool unavailable  |  Fitness center unavailable ,"-6.1640815, 106.8369302",  Jakarta Pusat,https://www.google.com/maps/place/EXPRESS+O+91381+Penginapan+Pasar+Baru+Selatan/data=!4m10!3m9!1s0x2e69f5de964dd815:0xd7ae6ecdf124ac4f!5m2!4m1!1i2!8m2!3d-6.1640815!4d106.8369302!16s%2Fg%2F11tc236lf3!19sChIJFdhNlt71aS4RT6wk8c1urtc?authuser=0&hl=en&rclk=1,,,,
SPOT ON 90340 Al Bayt Homestay Syariah,3.3,38 reviews,"Jl. Nusa Indah III No.16, Sumur Batu, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35212 ",https://www.oyorooms.com/h/111175?utm_source=Google_gmb_ID&utm_medium=Organic&utm_campaign=ID_BLG046&latitude=-5.42704354231912&longitude=105.262020584196&locale=id,phone:tel:02129707601,,,, Free Wi-Fi available  |  Pool unavailable ,"-5.4270435, 105.2620206",  Bandar Lampung,https://www.google.com/maps/place/SPOT+ON+90340+Al+Bayt+Homestay+Syariah/data=!4m10!3m9!1s0x2e40db89640215af:0x37fefdf5401bfef7!5m2!4m1!1i2!8m2!3d-5.4270435!4d105.2620206!16s%2Fg%2F11pwvfc6p_!19sChIJrxUCZInbQC4R9_4bQPX9_jc?authuser=0&hl=en&rclk=1,,,,
SPOT ON 91563 Hotel Meilias,3.4,45 reviews,"Jl. MT. Haryono No.71, Cidapur, Donan, Kec. Cilacap Tengah, Kabupaten Cilacap, Jawa Tengah 53213 ",https://www.oyorooms.com/h/189697?utm_source=Google_gmb_ID&utm_medium=Organic&utm_campaign=ID_CAP015&latitude=-7.71345939024577&longitude=109.005559254438&locale=id,phone:tel:02129707601,,,, Pool unavailable ,"-7.7135097, 109.0055134",  Cilacap,https://www.google.com/maps/place/SPOT+ON+91563+Hotel+Meilias/data=!4m10!3m9!1s0x2e656d520207d151:0x7327ff9758b0282f!5m2!4m1!1i2!8m2!3d-7.7135097!4d109.0055134!16s%2Fg%2F1pzxrtvz6!19sChIJUdEHAlJtZS4RLyiwWJf_J3M?authuser=0&hl=en&rclk=1,,,,
hotel,4.2,"2,248 reviews","Jl. Moh. Toha No.KM.2,1, RT.003/RW.001, Pabuaran Tumpeng, Kec. Karawaci, Kota Tangerang, Banten 15115 ",,phone:tel:02129662929,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Pool unavailable  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle available ,"-6.1700857, 106.6169203",  Tangerang,https://www.google.com/maps/place/hotel/data=!4m10!3m9!1s0x2e69ff3a713e0d39:0xd19baf967dc2bf3d!5m2!4m1!1i2!8m2!3d-6.1700857!4d106.6169203!16s%2Fg%2F11b8t67n2x!19sChIJOQ0-cTr_aS4RPb_CfZavm9E?authuser=0&hl=en&rclk=1,,,,
OYO Homes 91149 Desa Wisata Nangelasari,,,"Jl. Cikananga, Neglasari, Cipatujah, Tasikmalaya, Jawa Barat, Indonesia wisat Jl. Cikananga, Neglasari, Cipatujah, Tasikmalaya, Jawa Barat, Indonesia wisat, Tasikmalaya Regency, West Java 46189 ",https://www.oyorooms.com/h/176519?utm_source=Google_gmb_ID&utm_medium=Organic&utm_campaign=ID_TMA021&latitude=-7.66487&longitude=108.0386&locale=id,phone:tel:02129707601,,,, Free Wi-Fi available  |  Pool unavailable  |  Fitness center unavailable ,"-7.6648657, 108.0386313", Tasikmalaya ,https://www.google.com/maps/place/OYO+Homes+91149+Desa+Wisata+Nangelasari/data=!4m10!3m9!1s0x2e660b32e55d94ed:0x95c14ece13c925f6!5m2!4m1!1i2!8m2!3d-7.6648657!4d108.0386313!16s%2Fg%2F11t255l7k6!19sChIJ7ZRd5TILZi4R9iXJE85OwZU?authuser=0&hl=en&rclk=1,,,,
OYO Homes 91124 Desa Wisata Kaso,,,"DN BALEGEDE NO.0 RT.001 RW.01 KASO Curug Cikuta Gana, Saung Sawah, Bendungan DN BALEGEDE NO.0 RT.001 RW.01 KASO Curug Cikuta Gana, Saung Sawah, Bendungan, Ciamis Regency, West Java 46388 ",https://www.oyorooms.com/h/176388?utm_source=Google_gmb_ID&utm_medium=Organic&utm_campaign=ID_CIA008&latitude=-7.24543&longitude=108.5641&locale=id,phone:tel:02129707601,,,, Free Wi-Fi available  |  Pool unavailable  |  Fitness center unavailable ,"-7.2454254, 108.5641263", Ciamis ,https://www.google.com/maps/place/OYO+Homes+91124+Desa+Wisata+Kaso/data=!4m10!3m9!1s0x2e6f65ab06acb841:0xb57b285351d3640e!5m2!4m1!1i2!8m2!3d-7.2454254!4d108.5641263!16s%2Fg%2F11s2hwz9_q!19sChIJQbisBqtlby4RDmTTUVMoe7U?authuser=0&hl=en&rclk=1,,,,
The Bellezza Suites,4.3,"1,056 reviews","Jl. Arteri Permata Hijau Jl. Letnan Jenderal Soepeno No.34, RT.4/RW.2, Grogol Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12210 ",,phone:tel:02129916008,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Accessible available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Room service available  |  Restaurant available  |  Airport shuttle unavailable  |  Hot tub available  |  Spa available  |  Fitness center available ,"-6.2220039, 106.7830363",  Jakarta Selatan,https://www.google.com/maps/place/The+Bellezza+Suites/data=!4m10!3m9!1s0x2e69f13274446315:0xe751197f5e059c5c!5m2!4m1!1i2!8m2!3d-6.2220039!4d106.7830363!16s%2Fg%2F11zlq4sj_!19sChIJFWNEdDLxaS4RXJwFXn8ZUec?authuser=0&hl=en&rclk=1,,,,
Saninten Inn,4.7,111 reviews,"Jl. Saninten No.65, Cihapit, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115 ",,phone:tel:02220536879,,,, Free Wi-Fi available  |  Free breakfast available  |  Pool unavailable  |  Laundry service available  |  Kid-friendly available ,"-6.9056716, 107.6273505",  Bandung,https://www.google.com/maps/place/Saninten+Inn/data=!4m10!3m9!1s0x2e68e7b5e043a371:0xed4c7578fce9a165!5m2!4m1!1i2!8m2!3d-6.9056716!4d107.6273505!16s%2Fg%2F11ggs8mnzb!19sChIJcaND4LXnaC4RZaHp_Hh1TO0?authuser=0&hl=en&rclk=1,,,,
D HOTEL,4.2,"2,306 reviews","Jl. Sultan Agung No.9, RT.1/RW.1, Guntur, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12980 ",https://hoteljakarta.top/,phone:tel:02183782626,,,, Free Wi-Fi available  |  Breakfast available  |  Free parking available  |  Accessible available  |  Pool unavailable  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle available ,"-6.2055675, 106.8344301",  Jakarta Selatan,https://www.google.com/maps/place/D+HOTEL/data=!4m10!3m9!1s0x2e69f411ec6b6389:0xd35a3f97c8fa9c76!5m2!4m1!1i2!8m2!3d-6.2055675!4d106.8344301!16s%2Fg%2F11b6vcxndx!19sChIJiWNr7BH0aS4Rdpz6yJc_WtM?authuser=0&hl=en&rclk=1,,,,
HOTEL,,,"Karangpawitan, West Karawang, Karawang, West Java 41315 ",,,,,, Free Wi-Fi available  |  Pool unavailable  |  Fitness center unavailable ,"-6.3015658, 107.2966525",,https://www.google.com/maps/place/HOTEL/data=!4m10!3m9!1s0x2e69776acf1e2cf3:0x47d1dbf6d8adcf1f!5m2!4m1!1i2!8m2!3d-6.3015658!4d107.2966525!16s%2Fg%2F11sm3h__2s!19sChIJ8ywez2p3aS4RH8-t2Pbb0Uc?authuser=0&hl=en&rclk=1,,,,
OYO 90124 Oemah Ratu Hostel Syariah,4.3,61 reviews,"Gg. Bypass Raya V, Rajabasa Raya, Kec. Rajabasa, Kota Bandar Lampung, Lampung 35142 ",https://www.oyorooms.com/h/107916?utm_source=Google_gmb_ID&utm_medium=Organic&utm_campaign=ID_BLG039&latitude=-5.35884348999071&longitude=105.242377091199&locale=id,phone:tel:02129707601,,,, Free Wi-Fi available  |  Pool unavailable  |  Air-conditioned available ,"-5.3588724, 105.2423685",  Bandar Lampung,https://www.google.com/maps/place/OYO+90124+Oemah+Ratu+Hostel+Syariah/data=!4m10!3m9!1s0x2e40c5df09438bcf:0x78538e8b5bb07b9c!5m2!4m1!1i2!8m2!3d-5.3588724!4d105.2423685!16s%2Fg%2F11jd9_c7gx!19sChIJz4tDCd_FQC4RnHuwW4uOU3g?authuser=0&hl=en&rclk=1,,,,
Maribaya Indah Hotel,2.3,827 reviews,"Jl. Raya Ciawi, Km. 13, Raja Polah, Mekarwangi, Kec. Cisayong, Kabupaten Tasikmalaya, Jawa Barat 46156 ",,phone:tel:0265421944,,,, Free Wi-Fi available  |  Free parking available  |  Pool unavailable  |  Pet-friendly unavailable  |  Airport shuttle unavailable ,"-7.2517516, 108.1886223",  Tasikmalaya,https://www.google.com/maps/place/Maribaya+Indah+Hotel/data=!4m10!3m9!1s0x2e6f51cb6a4f35db:0xcb3f263a74dbe6d9!5m2!4m1!1i2!8m2!3d-7.2517516!4d108.1886223!16s%2Fg%2F1pzr9610n!19sChIJ2zVPastRby4R2ebbdDomP8s?authuser=0&hl=en&rclk=1,,,,
OYO 1340 Wisma Alamanda,3.6,246 reviews,"Jl. Abdul Hamid No.15, Jatihandap, Kec. Mandalajati, Kota Bandung, Jawa Barat 40195 ",https://www.oyorooms.com/h/76941/?utm_source=GMB_ID&utm_medium=Organic&utm_campaign=ID_BDG075&latitude=-6.9016622&longitude=107.6603499&locale=id,phone:tel:02129707601,,,, Free Wi-Fi available  |  Pool unavailable  |  Air-conditioned available ,"-6.9005427, 107.66041",  Bandung,https://www.google.com/maps/place/OYO+1340+Wisma+Alamanda/data=!4m10!3m9!1s0x2e68e78c342ea733:0x6bb1089da111239b!5m2!4m1!1i2!8m2!3d-6.9005427!4d107.66041!16s%2Fg%2F11fy93rlg2!19sChIJM6cuNIznaC4RmyMRoZ0IsWs?authuser=0&hl=en&rclk=1,,,,
MP Hotel Purwakarta,3.9,352 reviews,"Jl. Basuki Rahmat No.62, Sindangkasih, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41112 ",,phone:tel:02648305602,,,, Free Wi-Fi available  |  Free parking available  |  Pool unavailable  |  Air-conditioned available ,"-6.5606124, 107.4372198",  Purwakarta,https://www.google.com/maps/place/MP+Hotel+Purwakarta/data=!4m10!3m9!1s0x2e690e5411f41f4f:0xc7c117a6c3440240!5m2!4m1!1i2!8m2!3d-6.5606124!4d107.4372198!16s%2Fg%2F11dxcsgzyq!19sChIJTx_0EVQOaS4RQAJEw6YXwcc?authuser=0&hl=en&rclk=1,,,,
OYO Homes 91067 Desa Wisata Santanamekar,2.8,4 reviews,"Kp, Jl. Kp. Leuwibodas No.0, RT.008/RW.02, Stn Mekar, Kabupaten Tasikmalaya, Jawa Barat 46153 ",https://www.oyorooms.com/h/175521?utm_source=Google_gmb_ID&utm_medium=Organic&utm_campaign=ID_TMA020&latitude=-7.25374033952465&longitude=108.134189341217&locale=id,phone:tel:02129707601,,,, Free Wi-Fi available  |  Pool unavailable  |  Fitness center unavailable ,"-7.2563549, 108.1404088",  Tasikmalaya,https://www.google.com/maps/place/OYO+Homes+91067+Desa+Wisata+Santanamekar/data=!4m10!3m9!1s0x2e6f521fa393db9f:0xea5c983d0c77a22d!5m2!4m1!1i2!8m2!3d-7.2563549!4d108.1404088!16s%2Fg%2F11swt_f8t0!19sChIJn9uTox9Sby4RLaJ3DD2YXOo?authuser=0&hl=en&rclk=1,,,,
Guest House Dewi Fortuna,3.8,82 reviews,"Jl. Sawo III No.2, RW.9, Manggarai Sel., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12860 ",,phone:tel:02121383301,,,, Free Wi-Fi available  |  Free parking available  |  Pool unavailable  |  Air-conditioned available  |  Smoke-free unavailable ,"-6.216799, 106.8468901",  Jakarta Selatan,https://www.google.com/maps/place/Guest+House+Dewi+Fortuna/data=!4m10!3m9!1s0x2e69f35e72c24bbf:0x7bd45d9c00e5fe20!5m2!4m1!1i2!8m2!3d-6.216799!4d106.8468901!16s%2Fg%2F11jkz6g02s!19sChIJv0vCcl7zaS4RIP7lAJxd1Hs?authuser=0&hl=en&rclk=1,,,,
King's Hotel,3.5,657 reviews,"Komp. Ruko Gawok, Jl. KH Ahmad Dahlan No.01, Area Sawah, Wates, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651 ",,phone:tel:0274774994,,,, Free Wi-Fi available  |  Parking available  |  Pool unavailable  |  Laundry service available  |  Pet-friendly unavailable  |  Kid-friendly available  |  Airport shuttle unavailable ,"-7.865055, 110.1509639",  Kulon Progo,https://www.google.com/maps/place/King's+Hotel/data=!4m10!3m9!1s0x2e7ae47bdd922811:0xb9e3a2230c1472e9!5m2!4m1!1i2!8m2!3d-7.865055!4d110.1509639!16s%2Fg%2F11y31g5qh!19sChIJESiS3Xvkei4R6XIUDCOi47k?authuser=0&hl=en&rclk=1,,,,
OYO 1542 Yessy Mansion,4.1,71 reviews,"Jl. Karawitan No.555 RT.01, Bekelan, Ngestiharjo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184 ",https://www.oyorooms.com/h/80441/?utm_source=GMB_ID&utm_medium=Organic&utm_campaign=ID_YGK152&latitude=-7.813105&longitude=110.340698&locale=id,phone:tel:02129707601,,,, Free Wi-Fi available  |  Pool unavailable  |  Air-conditioned available ,"-7.8131113, 110.3407282",  Bantul,https://www.google.com/maps/place/OYO+1542+Yessy+Mansion/data=!4m10!3m9!1s0x2e7a577f1ee92511:0xce47504f889490c2!5m2!4m1!1i2!8m2!3d-7.8131113!4d110.3407282!16s%2Fg%2F11h_y704_l!19sChIJESXpHn9Xei4RwpCUiE9QR84?authuser=0&hl=en&rclk=1,,,,
Dj Hotel,3.3,38 reviews,"Puncak Rd No.219, Sindanglaya, Cipanas, Cianjur Regency, West Java 16750 ",,phone:tel:02632956901,,,, Free Wi-Fi available  |  Free parking available  |  Pool available ,"-6.7254911, 107.0382814", Cianjur ,https://www.google.com/maps/place/Dj+Hotel/data=!4m10!3m9!1s0x2e69b727e6cc1b5d:0x64da2f94f0d29262!5m2!4m1!1i2!8m2!3d-6.7254911!4d107.0382814!16s%2Fg%2F11rxmff81w!19sChIJXRvM5ie3aS4RYpLS8JQv2mQ?authuser=0&hl=en&rclk=1,,,,
OYO Home 91250 Desa Wisata Taraju,,,"KEBUN TEH ASB, 1, Jl. Kaum kaler No.1, Taraju, Tasikmalaya Regency, West Java 46474 ",https://www.oyorooms.com/h/178516?utm_source=Google_gmb_ID&utm_medium=Organic&utm_campaign=ID_TMA023&latitude=-7.43827&longitude=107.968&locale=id,phone:tel:02129707601,,,, Free Wi-Fi available  |  Pool unavailable  |  Fitness center unavailable ,"-7.4382689, 107.967998", Tasikmalaya ,https://www.google.com/maps/place/OYO+Home+91250+Desa+Wisata+Taraju/data=!4m10!3m9!1s0x2e6601d5d46e0733:0x4696454e0d638e8b!5m2!4m1!1i2!8m2!3d-7.4382689!4d107.967998!16s%2Fg%2F11s7d7ts1k!19sChIJMwdu1NUBZi4Ri45jDU5FlkY?authuser=0&hl=en&rclk=1,,,,
